index,PRCPNapa,PRCPWalla,PRCPColumbia,PRCPSonoma,PRCPSanta,PRCPYakima,PRCPDundee,PRCPWillamette,year,months
279,0.15531229877655636,0.025035415325176627,0.020862846104314558,0.0778879587894408,0.14105602060527345,0.0,0.07350289761750983,0.07020605280103182,2015,April
280,0.0,0.1471601319164576,0.03500183217295734,0.0,0.00400146573836564,0.12620007328691535,0.06352510076950978,0.050534994503478266,2015,May
281,,,,,,,,,2015,June
282,,,,,,,,,2015,July
283,,,,,,,,,2015,August
284,,,,,,,,,2015,September
285,,,,,,,,,2015,October
286,,,,,,,,,2015,November
287,,,,,,,,,2015,December
288,0.21024579919456757,0.04479794472989501,0.0979683377308497,0.261651159561216,0.3472767671157487,0.054884043882787135,0.4674336897653753,0.22620052770447757,2016,January
289,0.014033898305084551,0.04384745762712127,0.03986440677965953,0.010983050847457935,0.011593220338982933,0.006593220338981878,0.2769355932203252,0.08493220338982291,2016,February
290,0.12226379794200037,0.07141877143749902,0.0832647333957228,0.09965700031182657,0.10562831306517119,0.050795135640783036,0.32325537885881417,0.1639538509510611,2016,March
291,0.032483690587135065,0.08081547064304515,0.026141658900278506,0.053704566635599055,0.03107642124883171,0.012339235787511185,0.16981360671017778,0.09211090400748406,2016,April
292,0.00811516571811174,0.039263475058590736,0.028523602276531442,0.0019283562102443662,0.008557080682958981,0.015172413793104293,0.028784733846665835,0.023059926347505432,2016,May
293,0.0,0.0,0.0,0.0,0.0,0.004768211920529736,0.00880794701986814,0.02655629139072864,2016,June
294,,,,,,,,,2016,July
295,,,,,,,,,2016,August
296,,,,,,,,,2016,September
297,,,,,,,,,2016,October
298,,,,,,,,,2016,November
299,,,,,,,,,2016,December
300,0.49789770944460454,0.04642610605585343,0.055149042987135216,0.40596171948532694,0.5696893630374233,0.07046124882334061,0.48183244430490196,0.1882648258549807,2017,January
301,0.4574069812044101,0.09202915228231409,0.08361334867663542,0.3535251246643454,0.5189029535864735,0.08672803989260167,0.6210049865747584,0.47355197545069044,2017,February
302,0.2531001410437164,0.12699858956275797,0.09655853314527439,0.1695119887165014,0.26682087447108854,0.04477291960507648,0.4312609308885869,0.25113681241186253,2017,March
